,AGMTNO,CUTDATE,MOB,OPENING_BUCKET,SEGMENT_ROF,PORTFOLIO,STATE,AGE,CIBIL_SCORE,APPSCORE,PRNT_BNC_MOB_RATIO,DISBURSALS,OUTSTANDING_BALANCE,EXT_DPD_SEG_TYPE_FINAL,REGIONAL_GROUPING,CUST_LATEST_STRAIGHT_THROUGH_FLOW,NOT_RF,MONTS_SINCE_LATEST_RF,MONTS_SINCE_LATEST_STAB,FIRST_TIME_STAB_MOB,AVG_INTER_STAB_TIME,LATEST_MNT_FOLLOWUP_RESULT_CODE_GRP,LATEST_MNT_DIFF_FIRSTFOLLUP_RECEIPTDT_DD,LATEST_3MNT_FOLLOWUP_NOTCONTACT,LATEST_3MNTAVG_DIFF_FIRSTFOLLUP_EMIDT_DD,LATEST_3MNT_NOT_RECEIPT_LQ21DAYS,NO_EARLY_DRE_PAYMENTS_LQ16D,RECP_LQ6M__MODE_CCR_DAY,OFFLINE__L12M_MODE_CCR_DAY,OD_DPD_CAT_L3M
5855,OR3051PA0024280,31-OCT-24,1,0,2.MR,CD,OR,31,,,0.0,56772.0,,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5856,OR3051PA0024285,31-OCT-24,1,0,2.MR,TW,OR,25,,,0.0,1221936.0,618640.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5857,OR3051PA0024289,31-OCT-24,1,0,2.MR,CD,OR,46,,,0.17,195618.0,46000.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5858,OR3051PA0024296,31-OCT-24,1,0,3.LR,CD,OR,24,,,0.13,89695.0,58332.0,3:NO_OFFUS,OR,0,,,,,,,,,,,0,0,0,
5859,OR3051PA0024297,31-OCT-24,1,0,3.LR,CD,OR,42,,,0.13,259187.0,136170.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5860,OR3051PA0024305,31-OCT-24,1,0,3.LR,CD,OR,24,,,0.0,58561.0,25441.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5861,OR3051PA0024309,31-OCT-24,1,0,2.MR,CD,OR,28,,,0.0,49749.0,28094.0,3:NO_OFFUS,OR,0,,,,,,,,,,,0,0,0,
5862,OR3051PA0024345,31-OCT-24,1,0,2.MR,CD,OR,26,,,0.0,602505.0,26533.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5863,OR3051PA0024346,31-OCT-24,1,0,2.MR,CD,OR,24,,,0.17,75547.0,25000.0,3:NO_OFFUS,OR,0,,,,,,,,,,,0,0,0,
5864,OR3051PA0024349,31-OCT-24,1,0,2.MR,CD,OR,25,,,0.0,1136892.0,473241.0,2.Not_Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5865,OR3051PA0024357,31-OCT-24,1,0,2.MR,CD,OR,41,,,0.0,34947.0,11622.0,3:NO_OFFUS,OR,0,,,,,,,,,,,0,0,0,
5866,OR3051PA0024363,31-OCT-24,1,0,2.MR,CD,OR,31,,,0.17,225486.0,103984.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5867,OR3051PA0024378,31-OCT-24,1,0,2.MR,EG,OR,24,,,0.0,1384635.0,690529.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5868,OR3051PA0024381,31-OCT-24,1,0,2.MR,CD,OR,34,,,0.0,61999.0,30413.0,3:NO_OFFUS,OR,0,,,,,,,,,,,0,0,0,
5869,OR3051PA0024398,31-OCT-24,1,0,2.MR,CD,OR,29,,,0.0,364747.0,59999.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5870,OR3051PA0024412,31-OCT-24,1,0,3.LR,CD,OR,28,,,0.17,90967.0,0.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5871,OR3051PA0024414,31-OCT-24,1,0,2.MR,CD,OR,52,,,0.18,42599.0,5070.0,3:NO_OFFUS,OR,0,,,,,,,,,,,0,0,0,
5872,OR3051PA0024425,31-OCT-24,1,0,3.LR,CD,OR,33,,,0.13,1461082.0,249613.0,2.Not_Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5873,OR3051PA0024427,31-OCT-24,1,0,2.MR,CD,OR,29,,,0.0,68999.0,6200.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5874,OR3051PA0024444,31-OCT-24,1,0,2.MR,CD,OR,29,,,0.0,3392621.0,1429297.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5875,OR3051PA0024447,31-OCT-24,1,0,3.LR,CD,OR,27,,,0.0,365826.0,266058.0,2.Not_Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5876,OR3051PA0024448,31-OCT-24,1,0,2.MR,CD,OR,38,,,,83699.0,50132.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5877,OR3051PA0024449,31-OCT-24,1,0,3.LR,CD,OR,31,,,0.0,100269.0,,3:NO_OFFUS,OR,0,,,,,,,,,,,0,0,0,
5878,OR3051PA0024454,31-OCT-24,1,0,3.LR,CD,OR,30,,,,432162.0,327817.0,2.Not_Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5879,OR3051PA0024456,31-OCT-24,1,0,3.LR,CD,OR,33,,,,502346.0,90702.0,2.Not_Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5880,OR3051PA0024466,31-OCT-24,1,0,2.MR,CD,OR,26,,,0.0,176392.0,59377.0,2.Not_Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5881,OR3051PA0024472,31-OCT-24,1,0,2.MR,CD,OR,32,,,0.0,591214.0,161312.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5882,OR3051PA0024477,31-OCT-24,1,0,3.LR,CD,OR,48,,,0.0,15198.0,6080.0,3:NO_OFFUS,OR,0,,,,,,,,,,,0,0,0,
5883,OR3051PA0024479,31-OCT-24,1,0,2.MR,CD,OR,30,,,0.0,372332.0,168503.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5884,OR3051PA0024485,31-OCT-24,1,0,3.LR,CD,OR,54,,,0.0,18099.0,,3:NO_OFFUS,OR,0,,,,,,,,,,,0,0,0,
5885,OR3051PA0024491,31-OCT-24,1,0,3.LR,CD,OR,23,,,0.0,38947.0,8475.0,1.Paying_Outside,OR,0,,,,,,,,,,,0,0,0,
5886,OR3051PA0024526,31-OCT-24,1,0,3.LR,CD,OR,24,,,0.0,13249.0,,3:NO_OFFUS,OR,0,,,,,,,,,,,0,0,0,
5887,MH3027PA0035736,31-OCT-24,1,0,2.MR,CD,MH,24,,,0.0,182675.0,26207.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5888,MH3027PA0035767,31-OCT-24,1,0,2.MR,CD,MH,35,,,0.0,2764093.0,1178650.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5889,MH3027PA0035773,31-OCT-24,1,0,3.LR,CD,MH,30,,,0.0,214694.0,115266.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5890,MH3027PA0035826,31-OCT-24,1,0,2.MR,CD,MH,29,,,0.0,279784.0,25000.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5891,MH3027PA0035859,31-OCT-24,1,0,3.LR,CD,MH,30,,,,60057.0,38131.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5892,MH3027PA0035870,31-OCT-24,1,0,3.LR,CD,MH,26,,,0.0,42447.0,26692.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5893,MH3027PA0035885,31-OCT-24,1,0,2.MR,CD,MH,25,,,0.0,40280.0,9880.0,3:NO_OFFUS,ROMH I,0,,,,,,,,,,,0,0,0,
5894,MH3027PA0035903,31-OCT-24,1,0,2.MR,CD,MH,44,,,0.13,625913.0,226800.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5895,MH3027PA0035909,31-OCT-24,1,0,3.LR,CD,MH,22,,,0.14,37059.0,10733.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5896,MH3027PA0035914,31-OCT-24,1,0,2.MR,CD,MH,45,,,0.0,1099083.0,35585.0,2.Not_Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5897,MH3027PA0035924,31-OCT-24,1,0,2.MR,CD,MH,29,,,0.0,22241.0,8340.0,3:NO_OFFUS,ROMH I,0,,,,,,,,,,,0,0,0,
5898,MH3027PA0035937,31-OCT-24,1,0,3.LR,CD,MH,33,,,,719637.0,176115.0,2.Not_Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5899,MH3027PA0035945,31-OCT-24,1,0,2.MR,CD,MH,31,,,0.0,313356.0,81908.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5900,MH3027PA0035951,31-OCT-24,1,0,2.MR,CD,MH,24,,,0.0,30699.0,10232.0,3:NO_OFFUS,ROMH I,0,,,,,,,,,,,0,0,0,
5901,MH3027PA0035962,31-OCT-24,1,0,3.LR,CD,MH,25,,,0.0,293839.0,108749.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5902,MH3027PA0035964,31-OCT-24,1,0,3.LR,CD,MH,25,,,0.17,86925.0,71708.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5903,MH3027PA0035977,31-OCT-24,1,0,3.LR,CD,MH,23,,,0.0,31699.0,12318.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5904,MH3027PA0035992,31-OCT-24,1,0,2.MR,CD,MH,30,,,0.0,2070752.0,1153997.0,2.Not_Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5905,MH3027PA0036012,31-OCT-24,1,0,2.MR,CD,MH,25,,,0.0,68324.0,3065.0,3:NO_OFFUS,ROMH I,0,,,,,,,,,,,0,0,0,
5906,MH3027PA0036019,31-OCT-24,1,0,2.MR,CD,MH,28,,,0.0,762924.0,711733.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5907,MH3027PA0036031,31-OCT-24,1,0,2.MR,CD,MH,44,,,0.0,55378.0,14948.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5908,MH3027PA0036032,31-OCT-24,1,0,2.MR,CD,MH,24,,,0.0,102816.0,44173.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5909,MH3027PA0036098,31-OCT-24,1,0,3.LR,CD,MH,28,,,0.0,45197.0,25624.0,3:NO_OFFUS,ROMH I,0,,,,,,,,,,,0,0,0,
5910,MH3027PA0036164,31-OCT-24,1,0,3.LR,CD,MH,24,,,0.2,51740.0,17999.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5911,MH3027PA0036192,31-OCT-24,1,0,3.LR,CD,MH,45,,,0.22,135234.0,71235.0,2.Not_Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5912,MH3027PA0036197,31-OCT-24,1,0,3.LR,CD,MH,47,,,0.0,141399.0,88971.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5913,MH3027PA0036200,31-OCT-24,1,0,3.LR,CD,MH,43,,,0.0,22115.0,8449.0,3:NO_OFFUS,ROMH I,0,,,,,,,,,,,0,0,0,
5914,MH3027PA0036212,31-OCT-24,1,0,3.LR,CD,MH,29,,,0.0,13448.0,,3:NO_OFFUS,ROMH I,0,,,,,,,,,,,0,0,0,
5915,MH3027PA0036215,31-OCT-24,1,0,2.MR,CD,MH,23,,,0.0,105149.0,57972.0,1.Paying_Outside,ROMH I,0,,,,,,,,,,,0,0,0,
5916,BR3139UT0018578,31-OCT-24,3,0,1.HR,TW,BR,30,,,0.0,64396.0,58034.0,3:NO_OFFUS,BR & JH,0,0.0,0.0,0.0,0.0,0.0,PTP,17.0,0.0,9.0,1.0,0,19,19,PP
5917,BR3139UT0018729,31-OCT-24,3,0,2.MR,TW,BR,50,,,0.04,171894.0,24743.0,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,PTP,9.0,0.0,8.5,2.0,0,18,0,PP
5918,BR3139UT0018753,31-OCT-24,2,0,3.LR,TW,BR,33,,,0.0,151399.0,,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5919,BR3139UT0018759,31-OCT-24,2,0,3.LR,TW,BR,29,,,0.0,223443.0,126738.0,3:NO_OFFUS,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5920,BR3139UT0018793,31-OCT-24,2,0,1.HR,TW,BR,31,,,0.0,201801.0,183869.0,3:NO_OFFUS,BR & JH,0,0.0,0.0,0.0,0.0,0.0,PAID,8.0,0.0,5.0,1.0,1,16,16,P
5921,BR3139UT0018880,31-OCT-24,2,0,1.HR,TW,BR,32,,,0.08,264891.0,126939.0,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,PAID,10.0,0.0,3.0,1.0,1,16,16,P
5922,BR3139UT0018934,31-OCT-24,2,0,2.MR,TW,BR,32,,,0.0,177274.0,37122.0,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,PAID,0.0,0.0,0.0,0.0,0,0,0,P
5923,BR3139UT0018953,31-OCT-24,2,0,1.HR,TW,BR,27,,,0.06,234440.0,160942.0,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,CONTACT,8.0,0.0,12.0,0.0,0,23,0,P
5924,BR3139UT0018954,31-OCT-24,2,0,2.MR,TW,BR,42,,,0.0,99487.0,89539.0,3:NO_OFFUS,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5925,BR3139UT0018972,31-OCT-24,2,0,3.LR,TW,BR,26,,,0.0,248766.0,77366.0,3:NO_OFFUS,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5926,BR3139UT0018984,31-OCT-24,2,0,2.MR,TW,BR,27,,,0.0,260367.0,133752.0,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5927,BR3139UT0018997,31-OCT-24,2,0,1.HR,TW,BR,45,,,0.11,364061.0,210518.0,1.Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,PTP,5.0,0.0,21.0,0.0,0,29,0,P
5928,BR3139UT0019034,31-OCT-24,2,0,2.MR,TW,BR,42,,,0.0,288447.0,207436.0,2.Not_Paying_Outside,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5929,BR3139UT0019037,31-OCT-24,2,0,3.LR,TW,BR,47,,,0.04,101949.0,,3:NO_OFFUS,BR & JH,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5930,BR3139UT0019050,31-OCT-24,1,0,2.MR,TW,BR,46,,,0.0,913096.0,568595.0,2.Not_Paying_Outside,BR & JH,0,,,,,,,,,,,0,0,0,
5931,BR3139UT0019081,31-OCT-24,1,0,2.MR,TW,BR,48,,,0.38,235949.0,6293.0,1.Paying_Outside,BR & JH,0,,,,,,,,,,,0,0,0,
5932,BR3139UT0019182,31-OCT-24,1,0,2.MR,TW,BR,43,,,0.0,627815.0,445294.0,1.Paying_Outside,BR & JH,0,,,,,,,,,,,0,0,0,
5933,BR3139UT0019235,31-OCT-24,1,0,3.LR,TW,BR,31,,,0.04,203248.0,106850.0,3:NO_OFFUS,BR & JH,0,,,,,,,,,,,0,0,0,
5934,BR3139UT0019261,31-OCT-24,1,0,,TW,BR,45,,,0.08,55949.0,0.0,3:NO_OFFUS,BR & JH,0,,,,,,,,,,,0,0,0,
5935,BR3139UT0019269,31-OCT-24,1,0,2.MR,TW,BR,32,,,0.04,2073042.0,454515.0,2.Not_Paying_Outside,BR & JH,0,,,,,,,,,,,0,0,0,
5936,BR3139UT0019276,31-OCT-24,1,0,2.MR,TW,BR,54,,,0.0,94140.0,76645.0,3:NO_OFFUS,BR & JH,0,,,,,,,,,,,0,0,0,
5937,BR3139UT0019286,31-OCT-24,1,0,2.MR,TW,BR,32,,,0.14,168075.0,52175.0,3:NO_OFFUS,BR & JH,0,,,,,,,,,,,0,0,0,
5938,BR3139UT0019436,31-OCT-24,1,0,,TW,BR,31,,,0.0,317697.0,82032.0,1.Paying_Outside,BR & JH,0,,,,,,,,,,,0,0,0,
5939,KA3024CP0022169,31-OCT-24,3,0,2.MR,CD,KA,49,,,0.0,6773819.0,3378551.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,14,14,PP
5940,KA3024CP0022177,31-OCT-24,3,0,3.LR,CD,KA,47,,,0.0,202350.0,19950.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,15.5,2.0,1,15,15,PP
5941,KA3024CP0022182,31-OCT-24,3,0,1.HR,CD,KA,34,,,0.0,80900.0,64876.0,1.Paying_Outside,KA,0,2.0,1.0,0.0,0.0,0.0,NOT_CONTACT,16.0,1.0,12.5,0.0,0,27,29,FF
5942,KA3024CP0022204,31-OCT-24,3,0,2.MR,CD,KA,29,,,0.0,6527610.0,3106006.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
5943,KA3024CP0022205,31-OCT-24,3,0,1.HR,CD,KA,24,,,0.0,53698.0,8511.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,PAID,10.0,0.0,16.0,0.0,0,27,0,PP
5944,KA3024CP0022245,31-OCT-24,3,0,1.HR,CD,KA,27,,,0.0,154053.0,117324.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,PAID,1.0,0.0,19.0,0.0,0,23,23,PP
5945,KA3024CP0022264,31-OCT-24,3,0,1.HR,CD,KA,34,,,0.0,115698.0,64416.0,1.Paying_Outside,KA,0,1.0,1.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,2.0,2,4,0,FP
5946,KA3024CP0022272,31-OCT-24,3,0,1.HR,CD,KA,23,,,0.0,35699.0,,3:NO_OFFUS,KA,0,2.0,1.0,0.0,0.0,0.0,PAID,0.0,0.0,5.5,2.0,2,7,0,FF
5947,KA3024CP0022274,31-OCT-24,3,0,2.MR,CD,KA,29,,,0.0,33090.0,,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
5948,KA3024CP0022285,31-OCT-24,3,0,1.HR,CD,KA,26,,,0.0,267626.0,118460.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,16.0,1.0,8.0,0.0,0,28,0,PP
5949,KA3024CP0022292,31-OCT-24,3,0,2.MR,CD,KA,28,,,0.0,2737847.0,1540751.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,2,0,PP
5950,KA3024CP0022303,31-OCT-24,3,0,2.MR,CD,KA,41,,,0.0,178476.0,68070.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
5951,KA3024CP0022324,31-OCT-24,3,0,2.MR,CD,KA,39,,,0.0,2905479.0,2592843.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,3,0,PP
5952,KA3024CP0022331,31-OCT-24,3,0,2.MR,CD,KA,30,,,0.0,344363.0,182764.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,PP
5953,KA3024CP0022333,31-OCT-24,3,0,3.LR,CD,KA,38,,,0.0,270038.0,147785.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,2.0,2,3,0,PP
5954,KA3009CP0030582,31-OCT-24,2,0,1.HR,CD,KA,26,,,0.0,41447.0,13124.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOT_CONTACT,7.0,1.0,15.0,0.0,0,25,0,P
5955,KA3009CP0030583,31-OCT-24,2,0,2.MR,CD,KA,26,,,0.0,196319.0,152422.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5956,KA3009CP0030590,31-OCT-24,2,0,2.MR,CD,KA,39,,,0.0,319734.0,101764.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5957,KA3009CP0030592,31-OCT-24,2,0,2.MR,CD,KA,50,,,0.0,8162520.0,2014744.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5958,KA3009CP0030604,31-OCT-24,2,0,2.MR,CD,KA,48,,,0.0,16249.0,8124.0,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5959,KA3009CP0030608,31-OCT-24,2,0,3.LR,CD,KA,29,,,0.0,17198.0,7371.0,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,PAID,0.0,0.0,10.0,1.0,1,13,13,P
5960,KA3009CP0030632,31-OCT-24,2,0,3.LR,CD,KA,32,,,0.0,49430.0,44932.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,2,0,P
5961,KA3009CP0030637,31-OCT-24,2,0,3.LR,CD,KA,28,,,0.0,15569.0,11120.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,1.0,1,12,0,P
5962,KA3009CP0030683,31-OCT-24,2,0,2.MR,CD,KA,45,,,0.0,78448.0,54367.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5963,KA3009CP0030689,31-OCT-24,2,0,2.MR,CD,KA,39,,,0.0,328699.0,253201.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5964,KA3009CP0030697,31-OCT-24,2,0,2.MR,CD,KA,36,,,0.0,389462.0,273666.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5965,KA3009CP0030698,31-OCT-24,2,0,2.MR,CD,KA,47,,,0.0,19941.0,9970.0,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5966,KA3009CP0030710,31-OCT-24,2,0,2.MR,CD,KA,46,,,0.0,101748.0,8749.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5967,KA3009CP0030727,31-OCT-24,2,0,1.HR,CD,KA,36,,,0.0,77750.0,11530.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOT_CONTACT,1.0,1.0,14.0,1.0,0,18,0,P
5968,KA3009CP0030761,31-OCT-24,2,0,2.MR,CD,KA,54,,,0.0,22448.0,,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5969,KA3009CP0030764,31-OCT-24,2,0,2.MR,CD,KA,36,,,0.0,296287.0,148614.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5970,KA3009CP0030775,31-OCT-24,2,0,2.MR,CD,KA,27,,,0.0,45948.0,15376.0,3:NO_OFFUS,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5971,KA3009CP0030776,31-OCT-24,2,0,2.MR,CD,KA,36,,,0.0,286907.0,119553.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5972,KA3009CP0030778,31-OCT-24,2,0,2.MR,CD,KA,47,,,0.0,268749.0,101600.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5973,KA3009CP0030784,31-OCT-24,2,0,2.MR,CD,KA,28,,,0.0,431712.0,12435.0,1.Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,PAID,1.0,0.0,9.0,1.0,1,13,13,P
5974,KA3009CP0030792,31-OCT-24,2,0,2.MR,CD,KA,33,,,0.0,721243.0,109619.0,2.Not_Paying_Outside,KA,0,0.0,0.0,0.0,0.0,0.0,NOFOLLOWUP,0.0,0.0,0.0,0.0,0,0,0,P
5975,AP3020PA0035082,31-OCT-24,1,0,2.MR,CD,AP,30,,,0.0,145985.0,125414.0,1.Paying_Outside,AP & TS,0,,,,,,,,,,,0,0,0,
5976,AP3020PA0035089,31-OCT-24,1,0,2.MR,CD,AP,33,,,0.0,3448918.0,289522.0,2.Not_Paying_Outside,AP & TS,0,,,,,,,,,,,0,0,0,
5977,AP3020PA0035090,31-OCT-24,1,0,3.LR,CD,AP,51,,,0.0,17498.0,,3:NO_OFFUS,AP & TS,0,,,,,,,,,,,0,0,0,
5978,AP3020PA0035112,31-OCT-24,1,0,2.MR,TW,AP,26,,,0.0,115999.0,52680.0,1.Paying_Outside,AP & TS,0,,,,,,,,,,,0,0,0,
5979,AP3020PA0035139,31-OCT-24,1,0,2.MR,CD,AP,25,,,,1484738.0,322118.0,2.Not_Paying_Outside,AP & TS,0,,,,,,,,,,,0,0,0,
5980,AP3020PA0035140,31-OCT-24,1,0,3.LR,CD,AP,28,,,0.0,73474.0,34456.0,1.Paying_Outside,AP & TS,0,,,,,,,,,,,0,0,0,
5981,AP3020PA0035156,31-OCT-24,1,0,2.MR,CD,AP,28,,,0.0,488015.0,430701.0,1.Paying_Outside,AP & TS,0,,,,,,,,,,,0,0,0,
5982,AP3020PA0035211,31-OCT-24,1,0,2.MR,CD,AP,48,,,0.0,524888.0,201109.0,1.Paying_Outside,AP & TS,0,,,,,,,,,,,0,0,0,
5983,AP3020PA0035257,31-OCT-24,1,0,2.MR,CD,AP,44,,,0.17,393062.0,138992.0,2.Not_Paying_Outside,AP & TS,0,,,,,,,,,,,0,0,0,
5984,AP3020PA0035259,31-OCT-24,1,0,2.MR,CD,AP,28,,,0.0,163023.0,35840.0,1.Paying_Outside,AP & TS,0,,,,,,,,,,,0,0,0,
5985,AP3020PA0035264,31-OCT-24,1,0,3.LR,CD,AP,25,,,0.0,147695.0,55201.0,1.Paying_Outside,AP & TS,0,,,,,,,,,,,0,0,0,
5986,AP3020PA0035272,31-OCT-24,1,0,3.LR,CD,AP,55,,,0.0,1198199.0,606229.0,1.Paying_Outside,AP & TS,0,,,,,,,,,,,0,0,0,
